colour_name,hex_value,api_featured_image,brand,category,created_at,currency,description,id,image_link,name,price,price_sign,product_api_url,product_link,product_type,rating,tag_list,updated_at,website_link,distances
SUNSET & WINE,#942b38,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/520/original/data?1514062160,smashbox,,2016-10-02 01:32:53.657,,"Get the ultimate West Coast glow—in a stick! From Santa Monica to Sunset Boulevard, our latest innovation in illumination is inspired by the magic light of L.A. This multipurpose color for lips and cheeks can be increased from a subtle sheen to a full-on flush. The lightweight, creamy formula looks and feels as natural as your own skin.Want a strobing effect? Try Hollywood & Highlight!Apply to face, lips and/or cheeks for a beautifully illuminated veil of natural color. Blend with the included buffing sponge.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Silicone, Oil, Fragrance & Talc.INGREDIENTS: DIISOSTEARYL MALATE , OCTYLDODECANOL , POLYGLYCERYL-3 DIISOSTEARATE , POLYETHYLENE , MICROCRYSTALLINE WAX\CERA MICROCRISTALLINA\CIRE MICROCRISTALLINE , DICALCIUM PHOSPHATE , TIN OXIDE , PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , MANGANESE VIOLET (CI 77742) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN41464>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Get the ultimate West Coast glow—in a stick! From Santa Monica to Sunset Boulevard, our latest innovation in illumination is inspired by the magic light of L.A. This multipurpose color for lips and cheeks can be increased from a subtle sheen to a full-on flush. The lightweight, creamy formula looks and feels as natural as your own skin.Want a strobing effect? Try Hollywood & Highlight!Apply to face, lips and/or cheeks for a beautifully illuminated veil of natural color. Blend with the included buffing sponge.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Silicone, Oil, Fragrance & Talc.INGREDIENTS: DIISOSTEARYL MALATE , OCTYLDODECANOL , POLYGLYCERYL-3 DIISOSTEARATE , POLYETHYLENE , MICROCRYSTALLINE WAX\CERA MICROCRISTALLINA\CIRE MICROCRISTALLINE , DICALCIUM PHOSPHATE , TIN OXIDE , PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , MANGANESE VIOLET (CI 77742) , RED 6 (CI 15850) , RED 7 LAKE (CI 15850) , RED 22 LAKE (CI 45380) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN41464>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            ",520,https://www.smashbox.com/media/images/products/388x396/sbx_sku_61630_388x396_0.jpg,L.A. Lights Cheek & Lip Color,29.0,,http://makeup-api.herokuapp.com/api/v1/products/520.json,http://www.smashbox.com/product/17652/34879/Lips-Cheek/Blush/LA-Lights-Cheek-Lip-Color/NEW,blush,,[],2017-12-23 20:49:20.286,http://www.smashbox.com/,210.73917528546988
Pink Lotus,#DE056E,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/914/original/open-uri20171224-4-15kclri?1514082620,nyx,,2017-12-24 02:28:27.562,USD,Add a touch of color with our creamy and extremely pigmented Stick Blush! Available in eight rich shades! Apply and receive the perfect glow every day!,914,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb08ab0fe/ProductImages/Face/Stick_Blush/stickblush_main.jpg?sw=390&sh=390&sm=fit,Stick Blush,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/914.json,https://www.nyxcosmetics.com/stick-blush/NYX_064.html?cgid=blush,blush,,[],2017-12-24 02:30:20.870,https://www.nyxcosmetics.com,211.70498340851591
BO5 - Deep Plum ,#7c3545,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/416/original/data?1514063320,,cream,2016-10-01 18:34:19.742,,"A little goes a long way with this richly pigmented multi-use balm that can be used on cheeks and lips for a fresh, happy glow. Start with one dab of DaLish Lip Cheek Balm on the apples of cheeks and use your fingers to massage in colour where you want it. Pearl-like pigments means the pretty tint won’t fall flat on lips. Directions: Apply directly on to lips for balm use and dab directly onto cheeks for blush use. Blend woth your fingers till you reach your desired look. Shade Range:  BO1 - Dusty Rose – shade with a hint of bronzer. Perfect for fair to medium tones.
                            
                          
                            
                                                                                                    
                                                                 BO2 - Coral – that has a real punch to it. Perfect for all skin tones.
                            
                          
                            
                                                                                                    
                                                                 BO3 - Bubble Gum Pink – Has a great pop of colour and perfect for all skin tones.
                            
                          
                            
                                                                                                    
                                                                 BO4 - Bronzer – Perfect for all colour tones and ideal for contouring.
                            
                          
                            
                                                                                                    
                                                                 BO5 - Deep Plum – Perfect for all skin tones. - See more at: //www.dalishcosmetics.com/product/lipcheek-balms-75-natural#sthash.9DGfyyKW.dpufBO1 - Dusty Rose – shade with a hint of bronzer. Perfect for fair to medium tones.BO2 - Coral – that has a real punch to it. Perfect for all skin tones.BO3 - Bubble Gum Pink – Has a great pop of colour and perfect for all skin tones.BO4 - Bronzer – Perfect for all colour tones and ideal for contouring.BO5 - Deep Plum – Perfect for all skin tones.Ingredients: Ricinus Communis (Castor) Seed Oil, Caprylic/Capric Triglycerides, Copernicia Cerifera (Carnauba) Wax, Cetyl Alcohol, Hydrogenated Castor oil, Cetyl Palmitate, Beeswax, Sorbitan Palmitate, Sorbitan Olivate, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus officinalis (Rosemary) Leaf Extract, Benzyl Alcohol, Benzoic Acid, Dehydroacetic Acid, Sorbic Acid, Tocopherol, Vanillin, May contain (+/-), Titanium Dioxide CI 77891, Iron Oxides CI 77491, Mica CI 77019, Red 7 Lake CI 15850, Yellow 5 Lake CI 19140, Red 27 Lake CI 45410, Red 30 Lake CI 73360, Blue 1 Lake CI 42090, Carmine CI 75470. *Contains natural Antioxidant Contains organic castor oil and Carnauba Wax ",416,"https://d3t32hsnjxo7q6.cloudfront.net/i/3a23201f66be485784f542c43a4b3569_ra,w158,h184_pa,w158,h184.jpg",DaLish Lip Cheek Balm,15.0,,http://makeup-api.herokuapp.com/api/v1/products/416.json,https://well.ca/products/dalish-lip-cheek-balm_98198.html?cat=1978,blush,2.3,"[Canadian, Natural]",2017-12-23 21:08:40.672,https://well.ca,213.03990236573054
Molten Love,#EC131E,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/881/original/open-uri20171224-4-xaiokt?1514082636,nyx,,2017-12-24 02:27:11.306,USD,"Indulge your cravings with our Whipped Lip & Cheek Soufflé. Our two-in-one mousse can be used to precisely line lips and on the apples of your cheeks for a soft, natural flush. Achieve a delicious wash of color with a matte finish using this creamy and multipurpose formula.",881,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwcffa1f2c/ProductImages/Lips/Whipped_Lip_And_Cheek_Souffle/whippedlipandcheeksouffle_main.jpg?sw=390&sh=390&sm=fit,Whipped Lip & Cheek Soufflé,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/881.json,https://www.nyxcosmetics.com/whipped-lip-and-cheek-souffle/NYX_233.html?cgid=blush,blush,,[],2017-12-24 02:30:36.924,https://www.nyxcosmetics.com,214.37117343523593
Wine & Dine,#6B4530,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/923/original/open-uri20171224-4-13zuxu4?1514082646,nyx,,2017-12-24 02:28:46.474,USD,"Create natural-looking contours, sun-kissed cheeks and a gorgeous, lit-from-within glow with our new Cheek Contour Duos. Available in six silky shade combinations, each luxurious compact makes it easy to perfect your complexion on the go.",923,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb9e0511a/ProductImages/2016/Face/Cheek_Contour_Duo_Palette/800897012007_cheekcontourduopalette_doubledate_main.jpg?sw=390&sh=390&sm=fit,Cheek Contour Duo Palette,9.0,$,http://makeup-api.herokuapp.com/api/v1/products/923.json,https://www.nyxcosmetics.com/cheek-contour-duo-palette/NYX_309.html?cgid=blush,blush,,[],2017-12-24 02:30:46.419,https://www.nyxcosmetics.com,218.38040205109982
Ginger & Pepper,#6D3D3B,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/923/original/open-uri20171224-4-13zuxu4?1514082646,nyx,,2017-12-24 02:28:46.474,USD,"Create natural-looking contours, sun-kissed cheeks and a gorgeous, lit-from-within glow with our new Cheek Contour Duos. Available in six silky shade combinations, each luxurious compact makes it easy to perfect your complexion on the go.",923,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb9e0511a/ProductImages/2016/Face/Cheek_Contour_Duo_Palette/800897012007_cheekcontourduopalette_doubledate_main.jpg?sw=390&sh=390&sm=fit,Cheek Contour Duo Palette,9.0,$,http://makeup-api.herokuapp.com/api/v1/products/923.json,https://www.nyxcosmetics.com/cheek-contour-duo-palette/NYX_309.html?cgid=blush,blush,,[],2017-12-24 02:30:46.419,https://www.nyxcosmetics.com,219.29204271929248
Orchid,#B70543,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/914/original/open-uri20171224-4-15kclri?1514082620,nyx,,2017-12-24 02:28:27.562,USD,Add a touch of color with our creamy and extremely pigmented Stick Blush! Available in eight rich shades! Apply and receive the perfect glow every day!,914,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb08ab0fe/ProductImages/Face/Stick_Blush/stickblush_main.jpg?sw=390&sh=390&sm=fit,Stick Blush,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/914.json,https://www.nyxcosmetics.com/stick-blush/NYX_064.html?cgid=blush,blush,,[],2017-12-24 02:30:20.870,https://www.nyxcosmetics.com,226.63847863944022
Sable,#6e3b18,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/654/original/open-uri20171223-4-zp7vbi?1514063283,iman,powder,2016-10-03 14:05:36.814,,"0.11oz (3g) Silky powder blush that provides true color with a natural looking, long-lasting finish. Made in China. ",654,http://imancosmetics.com/resources/uploads/product_colors/786cee296437aad03a74bba37a11f2a2.jpg,Luxury Blushing Powder Posh,,,http://makeup-api.herokuapp.com/api/v1/products/654.json,http://imancosmetics.com/shop/products/face/blush/posh,blush,,[],2017-12-23 21:08:03.598,http://imancosmetics.com/,231.73044685582428
Water Lily,#7C2617,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/914/original/open-uri20171224-4-15kclri?1514082620,nyx,,2017-12-24 02:28:27.562,USD,Add a touch of color with our creamy and extremely pigmented Stick Blush! Available in eight rich shades! Apply and receive the perfect glow every day!,914,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb08ab0fe/ProductImages/Face/Stick_Blush/stickblush_main.jpg?sw=390&sh=390&sm=fit,Stick Blush,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/914.json,https://www.nyxcosmetics.com/stick-blush/NYX_064.html?cgid=blush,blush,,[],2017-12-24 02:30:20.870,https://www.nyxcosmetics.com,238.69017575090936
001,#E1000F,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/671/original/open-uri20171223-4-4vqvon?1514062729,dior,,2017-12-03 23:22:11.460,GBP,Dior creates its first cheek and lip blush to create a flush of pink on the skin.,671,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0880550_112016.jpg,Cheek & Lip Glow,27.5,£,http://makeup-api.herokuapp.com/api/v1/products/671.json,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/backstage-pros/lips/pr-lipspros-y0880550_f088055001-instant-blushing-rosy-tint.html,blush,,[],2017-12-23 20:58:49.448,https://www.dior.com,238.9560629069704
Tea Rose,#8B161E,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/914/original/open-uri20171224-4-15kclri?1514082620,nyx,,2017-12-24 02:28:27.562,USD,Add a touch of color with our creamy and extremely pigmented Stick Blush! Available in eight rich shades! Apply and receive the perfect glow every day!,914,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb08ab0fe/ProductImages/Face/Stick_Blush/stickblush_main.jpg?sw=390&sh=390&sm=fit,Stick Blush,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/914.json,https://www.nyxcosmetics.com/stick-blush/NYX_064.html?cgid=blush,blush,,[],2017-12-24 02:30:20.870,https://www.nyxcosmetics.com,240.6013300046365
Hibiscus,#7A1E13,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/914/original/open-uri20171224-4-15kclri?1514082620,nyx,,2017-12-24 02:28:27.562,USD,Add a touch of color with our creamy and extremely pigmented Stick Blush! Available in eight rich shades! Apply and receive the perfect glow every day!,914,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb08ab0fe/ProductImages/Face/Stick_Blush/stickblush_main.jpg?sw=390&sh=390&sm=fit,Stick Blush,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/914.json,https://www.nyxcosmetics.com/stick-blush/NYX_064.html?cgid=blush,blush,,[],2017-12-24 02:30:20.870,https://www.nyxcosmetics.com,247.28323841295835
Cola Pop,#641009,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/776/original/open-uri20171223-4-122ljen?1514072604,clinique,,2017-12-23 17:09:11.983,USD,"Vibrant yet natural-looking cheek colour that looks virtually powderless. In a silky smooth, stay-true formula with shades for every skin tone. That just-pinched look, simply effortless.",776,https://www.clinique.com/media/export/cms/products/181x209/clq_7THL_181x209.png,Cheek Pop&trade;,23.0,$,http://makeup-api.herokuapp.com/api/v1/products/776.json,https://www.clinique.com/product/1593/29770/makeup/blushers/cheek-pop,blush,,[],2017-12-23 23:43:25.003,https://www.clinique.com,273.66585464759754
